PG.ProteinAccessions,NP1_1,NP1_2,NP1_3,NP1_4,NP1_5,NP2_1,NP2_2,NP2_3,NP2_4,NP2_5,NP3_1,NP3_2,NP3_3,NP3_4,NP3_5,NP4_1,NP4_2,NP4_3,NP4_4,NP4_5,NP5_1,NP5_2,NP5_3,NP5_4,NP5_5,NP6_1,NP6_2,NP6_3,NP6_4,NP6_5
O00193,114257.2265625,114525.408450887,114995.511201583,113541.070927773,113567.020260636,113979.3828125,114030.037900422,114817.929659493,113921.147171862,113814.82771457,137871.78125,138804.193340246,138362.425653733,137664.744706828,138841.940729883,145366.25,144507.967107967,144974.500356745,145200.420514252,144738.552745469,87586.984375,87972.6558150463,88117.4089675508,87623.2011951245,86800.4721128121,62718.59765625,63355.9914819375,63460.1496291757,63657.7321031541,62547.8593582697
O00203,190641.5,190348.918077625,190650.285039652,190915.185107473,190725.682339255,191721.953125,192277.437714189,192010.874958038,192544.645249173,191522.280721255,204098.78125,203468.93760334,203631.78420677,204773.151084829,203327.700714163,195353.921875,196088.976416379,196141.133396994,195475.574660223,194420.506245099,135791.953125,136565.122051127,135939.587194435,134972.875262108,136397.653941959,89732.671875,90309.1191048324,90467.6501480453,90263.6481881663,89852.2982769236
O00214,NA,NA,NA,NA,NA,52841.7265625,52348.8357831053,53841.6579310112,53046.9337571673,52509.2872903012,56777.11328125,57600.7805467248,57097.2582628615,57183.4939979613,56751.4873766936,60433.3828125,60508.4980149604,61283.7899486385,60128.1023566462,60109.3176161721,36230.6953125,36711.8415312208,35515.094761394,36186.6271366663,36421.4499901347,39428.7265625,39624.7349551097,39532.6459586769,39526.2662775032,38444.1085185073
O00217,257247.0625,258166.153513726,257044.045606993,257366.194327261,257285.553606592,239709.703125,238804.167704597,239311.025017347,239679.536971204,239779.081531741,265294.09375,266243.01629658,264561.04676244,266049.044855453,265801.901560325,255625.46875,255749.345749132,255251.481437106,256064.640520122,256315.432520565,170869.4375,171308.739200331,171790.536112715,171852.538956426,170756.461836495,175342.625,175018.502869595,176158.04254026,175288.022510659,176038.210561916
O00231,231919.78125,232688.148112554,232673.773933254,231734.88784866,232443.34543781,255010.59375,254454.969196066,254408.266402267,254078.074727625,255798.384081058,292473.40625,292284.381438389,292891.319135081,291823.495407932,292379.49883879,290879.3125,290042.45158482,291631.020553052,289907.24760491,290861.105478477,182276.3125,182100.618293736,182753.903745435,181801.681237523,182243.698246073,143322.234375,144174.668551486,143254.949212603,143578.997825801,144282.851479545
O00232,226262.53125,225317.931198265,226688.592290256,226769.639523916,226714.876495518,224031.671875,223866.6450403,223073.283649825,223413.231781062,224098.890688114,244743.234375,243967.339348488,245035.871117815,244833.491536763,244857.361784644,250065.96875,250725.302479185,250806.267280087,250758.571340192,249936.001257461,144627.625,143674.634951435,145090.839761578,144378.97750017,144105.547345046,132159.203125,132974.295799457,132994.215842173,132645.960179925,132291.275539737
O00233,208731.375,209271.715383071,208229.05727851,209372.236312393,209381.096424561,201553.5625,201516.659730997,202520.556136452,201032.321511254,201219.650062684,215630.640625,216342.137103878,216408.040727466,215997.721925355,216290.278662905,200713.0625,201263.656070806,200448.833221454,199985.439152341,201039.915405564,121531.4609375,122255.008313727,121928.22978824,122095.518988945,121354.541968942,125676.6171875,124967.351586144,125590.465492621,126099.115498416,125311.829980049
O00244,152580.546875,151759.607218653,153364.542789273,153530.959648527,151983.143250905,250916.265625,249996.066315524,250785.750937141,250471.130726352,250056.277477607,289257.96875,289373.792667557,289073.168970793,289967.672448289,288342.747843042,134857.234375,135063.180047467,134088.573275514,134748.633428857,135055.415374141,95863.3125,96476.839474339,95803.4968021624,96222.0530649014,95330.7156212926,96381.234375,96325.8840611055,95753.2266137972,96886.0791243464,96042.5476191416
O00255,70929,70529.9745337069,71333.4727757573,70725.8275314197,70399.9417419508,74924.734375,73933.5467214957,74384.2472699732,75180.4600870498,74805.2797811367,88246.453125,88159.475377731,88606.3877721019,89043.0431272537,88366.8814305849,84667.5,85433.2888871618,85282.7291293256,85347.810215801,84207.7231467888,53477.34765625,52499.9396028966,52678.6642154716,52876.0167500973,53532.6787518375,57846.55859375,57460.0008605756,57600.9668899477,58416.0327916741,57732.0362823792
O00257,56455.8984375,57305.8206381649,56046.7485891096,55509.6425938793,55764.4078967534,NA,NA,NA,NA,NA,54477.47265625,53842.6219377033,53761.7334931456,54592.5424772613,54852.4506658614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37199.50390625,37546.8159422204,37115.9187333584,37823.5701189302,36301.0544573814
O00258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00264,418649.96875,417789.082747109,418265.791470807,417745.767750002,418407.335297361,468109.71875,468123.590674486,468408.069862287,467776.467971273,468504.786109321,448895.9375,449049.391227253,448508.323173448,449163.055374231,449749.981582109,462132.28125,462264.752295479,461234.150378644,461331.71139672,462391.211136855,311795.59375,311259.779942956,312699.852378841,311216.636476375,310938.898906846,322580.78125,322699.036267791,323348.948249333,322175.359949209,323191.656474229
O00267,186374.3125,186783.775898624,187366.537672464,187000.741581894,186043.369309973,194292.640625,194084.393873777,195269.845030703,194448.251053657,193630.153354689,195240.375,194588.44622685,196237.336174533,195712.201091874,195214.127940074,191446.546875,191707.454265621,190686.306798425,192361.088419393,191160.13204778,130048.9375,130801.151416741,130467.583325237,129861.774487898,129893.495483801,133470.296875,134053.682959996,133128.940229662,133985.334117323,133164.184881732
O00268,90354.65625,90221.7743776441,90096.7064893506,89360.021718096,89777.5353628844,62677.33203125,61957.5366719514,62582.3055488877,62540.0859491788,63471.8090679385,78150.1875,78740.4649571441,78822.0549916774,78878.0766988099,77662.7538266517,80263.5390625,81219.9423459023,79795.1930613853,79375.0522268601,80388.1808828227,46106.32421875,45629.6118135341,46661.2765985318,45830.6898670979,46931.5381204486,70676.3828125,70599.6437876634,70166.9674039036,71309.0236352906,70392.3539061248
O00273,199390.65625,199037.927754626,200197.953017831,199652.58258016,199915.080890927,225943.015625,225167.190041624,226369.047070153,225635.884227462,224993.816793196,239746.609375,239792.340453368,238960.152690418,238799.418822981,240716.929613732,227260.203125,228023.147879679,227604.515820786,226564.738153525,226847.453981683,156897.640625,157794.507086728,156626.616302863,157675.211413749,156224.163815364,159236.390625,159968.388189435,159098.838648167,158432.17492184,159055.674773514
O00287,NA,NA,NA,NA,NA,30975.28515625,30712.9710960127,30047.4596331753,30861.671066463,30422.6210504696,49288.44921875,49532.9009213224,49798.1848533005,49762.2869934626,49934.7024860531,NA,NA,NA,NA,NA,20243.818359375,20540.65804502,19416.060016416,20590.5966622941,20426.522832755,36373.265625,36861.8635181561,35771.8302309737,36146.3740198165,36246.3355390579
O00291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00299,1822279.5,1822469.71884911,1822520.74051677,1821757.02442257,1821554.72252128,2154070.25,2153380.35004273,2153086.17525328,2154999.49237205,2154782.51138389,2063505.125,2063323.05866093,2064103.66735081,2063486.65262977,2064174.19030922,1951923.5,1951451.68983188,1950988.89595965,1952455.72581465,1951728.10756458,1272919,1272097.85436723,1272841.80430673,1272366.77424261,1273402.44950285,1123753.875,1124308.25304433,1124194.75799107,1123242.61192658,1122875.858408
O00303,299654.3125,299585.721329987,299699.971076302,300175.103923973,299363.187938664,300295.71875,300281.34664429,300620.628663819,299729.660241414,299933.88063043,300017.8125,299710.969745405,300684.060313497,299177.097469792,299242.628401835,300383.84375,299872.825930133,301121.294925693,301223.854661226,300976.256865315,205657.46875,204688.681410018,205802.707034022,205047.458983816,205705.378751595,205900.53125,204944.082412351,206183.054050379,205838.869493868,206374.281144183
O00311,4880.13916015625,4151.07716917992,4906.14253953099,4412.96318424866,4710.16717115417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7877.46337890625,8011.04183444753,7721.27671256661,7750.6735878624,8810.55473439395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00329,303452.0625,304225.676602975,303545.599088363,302638.152410567,303295.186960429,292628,292021.098649569,292472.845460728,293087.169107024,293412.076875541,251983.796875,251295.330089059,252028.082863435,252901.200658649,251662.769572817,233498.875,233697.195073541,234329.736343071,232997.921824407,232618.867800988,133586.65625,132658.666251633,134578.038784616,133531.730852962,133556.035921384,158231.34375,157468.330521226,157533.212273471,157433.810335208,158603.017607793
O00330,104939.484375,104822.49324064,105732.589538611,105805.988876551,104879.847513448,105973.8671875,106700.504374914,106453.300406449,106874.158718381,106942.533233892,101832.9296875,101485.540833715,101500.467524789,101039.247213788,102170.694612358,102205.953125,102034.168753397,102738.776130691,102000.042918228,101612.201793674,79075.78125,78377.7031997219,78814.9069827981,79636.7917504162,80032.873091381,73393.296875,73799.0522649474,73360.336042881,72888.9804854393,73071.0542532019
O00391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00399,44101.65625,43544.8228114247,43774.176704973,44500.7389930971,44743.7144725546,46744.09375,46154.6788950004,47011.9038236812,45949.9002982415,47729.216092594,49680.0859375,49003.4588859491,49747.2910704166,49390.7339749932,49210.6413664371,50994.9765625,51341.5076919422,50465.5943280607,50177.3262802102,50257.6485230178,27128.22265625,27375.6044421345,27784.0475247242,26510.836174991,26815.9630906768,18521.1953125,19258.5613499433,19129.3429196849,19215.7266894393,19076.7093286887
O00400,NA,NA,NA,NA,NA,81105.375,81217.2577969767,81349.7598033436,80321.9548973292,81941.6625529565,103914.359375,103697.106399205,104253.281402964,104550.488455784,103643.076780815,87721.03125,87109.6700965762,87283.0131734125,86902.1477592513,87907.4907978401,NA,NA,NA,NA,NA,67517.1171875,66838.0372278653,67641.5758930407,67278.9945678115,68415.1161984801
O00410,380107.4375,381022.202959485,380912.279635869,379282.666362558,380853.066684879,400384.75,399537.897266712,401215.726463389,400168.205727622,400613.051113006,429271.90625,428872.001174681,429394.101472415,429681.821649272,428554.161690485,425177.96875,426148.949538115,424772.567803264,425398.463347685,426140.16391173,312155.21875,312846.900118742,311840.104701225,311471.230733901,312546.829326771,304475.125,305098.088786591,305339.860315554,304659.533254456,303977.851690844
O00411,55108.84765625,55243.7550834939,55201.7981093004,55876.1122263595,54622.6477818191,87900.171875,88524.4356971011,87331.2812289,87920.3811986148,87935.0979621299,87632.6640625,88137.2876716293,87601.4255647995,87615.2058699615,88056.6986607835,126195.171875,126927.986131102,126852.846902382,126950.371731125,125871.303996589,78114.1875,78696.2146749981,78594.1437771805,77752.1285740919,78215.2130422443,52783.5859375,52566.7812030688,52949.2663357332,52106.8693434745,51870.1447274461
O00422,483622.90625,483821.448252123,484517.298028391,484156.443105597,482878.094626643,503745.34375,503520.489840426,502975.670038845,503654.000496615,504592.361908529,507609.21875,506929.954482559,508154.567056186,508598.284876291,508446.254362669,537642.625,538472.649768598,536673.408239286,536647.750468131,537855.519236669,325320.84375,325866.603615548,324643.9862478,325536.174281821,326019.452825043,363704.03125,363891.618771505,364463.599571984,364652.024149455,364247.931207091
O00425,187546.984375,187543.681070685,187165.408082318,188263.613813102,187517.853130132,191612.71875,191839.798695616,190977.037080307,191480.090886097,191496.51188238,203047.171875,202108.325312011,202779.704821393,202433.282214779,202073.727631573,192935.234375,193281.110407952,192586.12445293,192710.809269156,193412.609054409,127405.140625,127054.720646389,127738.055120841,128153.967790924,127992.288650632,139714.15625,138752.40386603,140555.019875053,139841.214993499,140412.399855904
O00429,241439.109375,241062.381230991,241068.175372433,241595.924314342,241861.398310632,241357.484375,242102.002754215,240560.980306812,240411.510305818,241872.228680983,264093.53125,264981.914112322,264496.912032809,264479.706425663,263617.381483294,262899.1875,262649.27964133,262911.601989873,263714.914618403,263109.555092517,167379.265625,168337.086286832,166557.737340655,168194.692217249,167159.343368344,191350.40625,190845.276797671,191458.385580234,192307.985878564,192120.811855435
O00442,107307.609375,107823.295459051,107588.873642396,107026.328612018,106790.795315888,127997.9765625,127160.842773996,128123.995834522,128003.053975318,127102.315485038,146681.515625,146648.406597573,146354.119848713,146002.245551229,145910.166485954,145547.203125,146193.609896615,144832.633893505,145549.96219141,144733.529340509,76928.171875,77076.7255039401,76591.7093782201,76644.6366231404,77104.423895523,95280.1015625,96106.2056907676,95260.5943713561,96192.2667381577,94580.8704617657
O00458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00461,NA,NA,NA,NA,NA,191550.71875,192083.943296816,192182.115691375,190574.434344783,192364.76856669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00462,43467.6796875,44100.108938016,44284.0262653343,43104.1488369964,43383.9965967499,30252.021484375,29252.403265629,29989.2094776221,29973.2807328179,30977.286641784,30093.048828125,30167.1049035452,29748.7674839161,30373.1164032891,30953.1760876365,32695.61328125,32024.5386226177,31803.0294956714,33351.0439176187,31784.2127335332,36891.08203125,36505.9334985614,36810.0272198841,36737.7574667968,36676.262836501,34429.40234375,35032.5119493604,35393.7822182737,34948.5915846266,35301.3829577789
O00463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00471,NA,NA,NA,NA,NA,46857.765625,46791.7493421137,47325.6323186234,47800.4140055291,46680.4038605206,54439.8046875,53519.8134224489,55298.2429166883,54210.6296251155,54551.4076439291,50652.59765625,51244.8218797892,49892.1707605571,50757.2667903826,50155.378740523,37883.515625,37388.7545426562,38763.9867483824,37340.0413228385,38770.2418917045,32080.400390625,32238.8496381044,31605.0905572064,31277.0765028708,32529.0065394528
O00479,238372.6875,238964.884107962,237605.39269916,238751.772361837,238453.47125319,255143.15625,254410.771178074,255928.379049517,254707.713280797,255826.792420812,223791.984375,224677.059122726,224543.160453338,224308.157161243,224071.565682434,215201.6875,215141.202893693,216200.699810989,215562.921233129,215548.841538493,170227.671875,170653.598333091,169655.126931459,170568.996186215,169788.943468906,181785.4375,181299.193537224,182772.527756065,182497.723534599,182680.389666826
O00483,888933.1875,889149.870768081,888738.44772939,887951.200802237,888175.941159841,966565.8125,966024.745616402,966409.603243034,966730.869450413,966109.75050674,1007397.8125,1007787.29452273,1006407.21914113,1006902.67529884,1007200.78959769,934339,934265.749281585,933955.636289749,934224.978891049,934206.625894956,642874.4375,642699.233643919,643820.762180932,642589.554923795,642748.377326153,616745.8125,615767.360058717,617428.768512897,616951.785354514,616105.136731744
O00487,246661.921875,246756.595454093,247101.921635594,246818.211218257,245864.913214844,262158.40625,262979.717384845,262460.481132202,262079.356754486,261822.289306026,234390.71875,234469.129765216,235125.050029527,235206.130299993,235268.039163478,245746.203125,245822.747846145,245107.081852399,246646.529228438,245269.67489022,150246.140625,149466.992146008,150696.689849392,150291.921568241,149519.112238798,160329.234375,160836.358836234,160271.207161095,160668.019139521,161140.132088527
O00488,42345.90625,41697.6422586553,43071.688223917,42909.4058734439,42305.7680840679,34141.47265625,34056.2596660741,34433.6665984876,34672.4975742102,33489.5181692839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00499,218734.125,219215.066642541,218347.889844835,218606.246925,219249.659797218,224404.53125,223583.052922729,224535.446921121,223521.588219553,223601.353964526,161628.578125,162224.039850723,161808.58516876,161087.204646286,162125.381607529,233284.09375,233900.642818596,232922.489994962,234198.335378256,232775.924790476,164588.09375,164979.036435306,163730.455983717,165182.657605324,163594.228632569,155037.734375,154119.365519509,154041.78773392,155288.393204696,154367.441767957
O00505,234151.171875,233226.104273275,234638.633858226,234824.977518804,233352.609915007,218827.15625,218496.789315816,218164.349688783,219100.642324526,217839.418639529,230632.65625,229762.056865115,231258.817506805,231363.872520942,230982.541533969,246676.46875,245887.217114218,246816.806624647,246656.372620728,245885.958872739,162369.125,161973.022673544,162842.765519194,162924.053378668,162173.767171599,151381.46875,151099.386175092,151997.86087491,152161.739911348,152041.948317014
O00519,75747.6328125,75784.039919056,75959.0019725971,76076.3044364527,76058.8480395041,73949.59375,74313.0784888603,74906.1330730878,74560.1096108407,74203.0416863821,33585.5859375,34339.589516297,33090.8055856265,33490.8382442221,34274.9272139184,64474.96875,64762.5352693424,65299.8471976891,64564.2638625279,64665.4923879243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00522,10619.6611328125,11538.7076046392,10281.7287370637,10658.8876759708,10759.2063215636,NA,NA,NA,NA,NA,7446.41552734375,6800.27790888399,6517.92713356391,6610.21055615693,8249.49588309228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O00541,163102.4375,162520.351847257,162753.261110369,163566.967147026,164044.478362516,164723.90625,165122.783750556,164579.248407651,165276.6370124,164757.037719972,186254.28125,186407.527037136,186953.66120309,186772.844661664,186924.443730325,182657.515625,181977.221203033,183625.366284508,181906.21695248,181799.748006739,118664.9140625,117701.076878954,119001.66065504,119033.072068609,119371.525127694,129972.734375,129284.420126658,130585.866954718,129117.54436193,130543.800129164
O00560,65227.8671875,65507.1201036088,64392.2502003014,65960.3887736201,65122.8129151613,31779.267578125,31838.3881475031,30989.3591461889,31548.3226326481,31697.1745642088,65977.5234375,65113.7284159511,65670.2750388384,65958.5076880492,66044.7914440036,70003.25,69368.0004686378,69150.164025303,70170.8862124272,69077.6140004657,42774.5390625,42363.0618022084,43248.002292335,43561.0784219839,42380.8581784628,52210.9296875,51609.2674149126,52139.1849148944,51278.8076306619,51356.7899022177
